word,part,n_senses,colour,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex
sepsi,sj.,1,blue,0,0,3,0,sj. uxaux riju ging dkdg f sjlup.,s e p si,si p e s,4,s,si,6,5,uxaux riju ging dkdg f sjlup.,,,,,,,,,,,,>1,#6495ED
shcxa,e.,1,green,0,0,1,0,e. luwux vh qah yra ji.,sh cx a,a cx sh,3,sh,a,5,5,,,luwux vh qah yra ji.,,,,,,,,,,0-1,#228B22
shg,k.,1,purple,0,0,23,0,k. helu je kytu am taar in tair yra ji.,sh g,g sh,2,sh,g,9,3,,helu je kytu am taar in tair yra ji.,,,,,,,,,,,>20,#9370DB
shlap,k.,1,purple,0,0,3,0,k. eje ee je ee aje uxi igf.,sh la p,p la sh,3,sh,p,7,5,,eje ee je ee aje uxi igf.,,,,,,,,,,,>1,#9370DB
shley,e.,2,orange,1,0,6,0,e. ley z ja. k. ahk sxresh gudde el plaf.,sh le y,y le sh,3,sh,y,8,5,,ahk sxresh gudde el plaf.,ley z ja.,,,,,,,,,,>1,#FFA500
shlp,k.,1,purple,0,0,28,0,k. 1 vk yre guo ju yra ee yra kysi. 2 vk yre ging ysi ging kytu.,sh l p,p l sh,3,sh,p,15,4,,1 vk yre guo ju yra ee yra kysi. 2 vk yre ging ysi ging kytu.,,,,,,,,,,,>20,#9370DB
shlup,k.,1,purple,0,0,7,0,k. siuaa hgasi dkdg f uxaux hucher chha.,sh lu p,p lu sh,3,sh,p,7,5,,siuaa hgasi dkdg f uxaux hucher chha.,,,,,,,,,,,>1,#9370DB
shpuli,e.,1,green,0,0,3,0,e. qrfda vh qvq ji.,sh pu li,li pu sh,3,sh,li,4,6,,,qrfda vh qvq ji.,,,,,,,,,,>1,#228B22
shpzt,sj.,1,blue,0,0,0,0,sj. xlau upelip ji. ejlip hhg kat l toy yra yk ji. yrs lela subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,sh p z t,t z p sh,4,sh,t,25,5,xlau upelip ji. ejlip hhg kat l toy yra yk ji. yrs lela subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,,,,,,,,,,,,0-1,#6495ED
shtu,k.,1,purple,0,0,5,0,k. dust sxi uxaux amsht ji o amx kysi.,sh tu,tu sh,2,sh,tu,8,4,,dust sxi uxaux amsht ji o amx kysi.,,,,,,,,,,,>1,#9370DB
shuzin,e.,1,green,0,0,0,0,e. igubl je akudep kat je uzuini asx el je lqa. xamt je ji el zju kap pray. gta z je uzuini eji aozh je igf.,sh u z in,in z u sh,4,sh,in,25,6,,,igubl je akudep kat je uzuini asx el je lqa. xamt je ji el zju kap pray. gta z je uzuini eji aozh je igf.,,,,,,,,,,0-1,#228B22
sijia,k.,1,purple,0,0,0,0,k. shcxa riju kyin. rah.,si ji a,a ji si,3,si,a,4,5,,shcxa riju kyin. rah.,,,,,,,,,,,0-1,#9370DB
siuaa,hh.,2,orange,1,0,26,0,hh. ju yra yra ji. kap kakauka. q. lpubl.,si u aa,aa u si,3,si,aa,7,5,,,,,,ju yra yra ji. kap kakauka.,,,lpubl.,,,,>20,#FFA500
siuai,e.,1,green,0,0,13,0,e. siuaa xyt.,si u ai,ai u si,3,si,ai,2,5,,,siuaa xyt.,,,,,,,,,,>1,#228B22
sjaap,sj.,1,blue,0,0,1,0,sj. tta guo o yre hutl ji f sjlup.,sj aa p,p aa sj,3,sj,p,8,5,tta guo o yre hutl ji f sjlup.,,,,,,,,,,,,0-1,#6495ED
sjam,sj.,1,blue,0,0,1,0,sj. egaxi suba ji am subb hji f yra.,sj am,am sj,2,sj,am,8,4,egaxi suba ji am subb hji f yra.,,,,,,,,,,,,0-1,#6495ED
sjamhe,sj.,1,blue,0,0,2,0,sj. yre uxauxf kazuqr. vt yra uzuini ji.,sj am he,he am sj,3,sj,he,7,6,yre uxauxf kazuqr. vt yra uzuini ji.,,,,,,,,,,,,>1,#6495ED
sjdr,sj.,1,blue,0,0,4,0,sj. hucher deqhm f gega. sj kuuee.,sj d r,r d sj,3,sj,r,5,4,hucher deqhm f gega. sj kuuee.,,,,,,,,,,,,>1,#6495ED
sjeep,sj.,1,blue,0,0,1,0,sj. cxsi sjlup.,sj ee p,p ee sj,3,sj,p,2,5,cxsi sjlup.,,,,,,,,,,,,0-1,#6495ED
sjip,sj.,1,blue,0,0,4,0,sj. slip f sjlup.,sj i p,p i sj,3,sj,p,3,4,slip f sjlup.,,,,,,,,,,,,>1,#6495ED
sjlip,e.,1,green,0,0,2,0,e. vh guo ging luux xhmt ska.,sj li p,p li sj,3,sj,p,6,5,,,vh guo ging luux xhmt ska.,,,,,,,,,,>1,#228B22
sjlup,sj.,1,blue,0,0,57,0,sj. ahk ging kadu f yra.,sj lu p,p lu sj,3,sj,p,5,5,ahk ging kadu f yra.,,,,,,,,,,,,>20,#6495ED
ska,k.,1,purple,0,0,14,0,k. exate kytu.,s ka,ka s,2,s,ka,2,3,,exate kytu.,,,,,,,,,,,>1,#9370DB
slip,k.,1,purple,0,0,3,0,k. vk husj wah qah rink.,s li p,p li s,3,s,p,5,4,,vk husj wah qah rink.,,,,,,,,,,,>1,#9370DB
sokqt,sj.,1,blue,0,0,1,0,sj. gerg z plato.,s o k q t,t q k o s,5,s,t,3,5,gerg z plato.,,,,,,,,,,,,0-1,#6495ED
spu,q.,1,tan,0,0,5,0,q. pu sjlup.,s pu,pu s,2,s,pu,2,3,,,,,,,,,pu sjlup.,,,,>1,#D2B48C
steam,sj.,1,blue,0,0,0,0,sj. ktap blit f sjlup.,s te am,am te s,3,s,am,4,5,ktap blit f sjlup.,,,,,,,,,,,,0-1,#6495ED
sub,a.,1,green,0,0,3,0,a. vh yre vzt ju sxresh ee sxresh kytu.,su b,b su,2,su,b,8,3,,,,,vh yre vzt ju sxresh ee sxresh kytu.,,,,,,,,>1,#228B22
suba,k.,1,purple,0,0,52,0,k. vh subteta kyv.,su ba,ba su,2,su,ba,3,4,,vh subteta kyv.,,,,,,,,,,,>20,#9370DB
subb,k.,1,purple,0,0,53,0,k. subt kyv.,su b b,b b su,3,su,b,2,4,,subt kyv.,,,,,,,,,,,>20,#9370DB
subi,e.,1,green,0,0,1,0,e. qrfde beba f vzt.,su b i,i b su,3,su,i,4,4,,,qrfde beba f vzt.,,,,,,,,,,0-1,#228B22
subt,sj.,2,orange,1,0,19,0,sj. kap subteta ee kap subtate. hh. kap vh subteta ee kap vh subtate.,su b t,t b su,3,su,t,12,4,kap subteta ee kap subtate.,,,,,kap vh subteta ee kap vh subtate.,,,,,,,>1,#FFA500
subtat,sj.,1,blue,0,0,32,0,sj. subtate lela in deda in sxresh in hgasi.,su b ta t,t ta b su,4,su,t,8,6,subtate lela in deda in sxresh in hgasi.,,,,,,,,,,,,>20,#6495ED
subtate,e.,1,green,0,0,22,0,e. zucjch tlah.,su b ta te,te ta b su,4,su,te,2,7,,,zucjch tlah.,,,,,,,,,,>20,#228B22
subtatef,hh.,1,green,0,0,8,0,hh. hgasi z subtat dkdg.,su b ta te f,f te ta b su,5,su,f,4,8,,,,,,hgasi z subtat dkdg.,,,,,,,>1,#228B22
subtet,sj.,1,blue,0,0,25,0,sj. subteta lela in deda in sxresh in hgasi.,su b te t,t te b su,4,su,t,8,6,subteta lela in deda in sxresh in hgasi.,,,,,,,,,,,,>20,#6495ED
subteta,e.,1,green,0,0,23,0,e. alpp tlah.,su b te ta,ta te b su,4,su,ta,2,7,,,alpp tlah.,,,,,,,,,,>20,#228B22
subtetaf,hh.,1,green,0,0,5,0,hh. hgasi z subtet dkdg.,su b te ta f,f ta te b su,5,su,f,4,8,,,,,,hgasi z subtet dkdg.,,,,,,,>1,#228B22
suerr,e.,3,orange,1,0,3,0,e. beba in heba deqhm. k. beba in heba. sj. hgasi z beba in heba deqhm.,su er r,r er su,3,su,r,13,5,hgasi z beba in heba deqhm.,beba in heba.,beba in heba deqhm.,,,,,,,,,,>1,#FFA500
sui,a.,1,green,0,0,1,0,a. suba ishl.,su i,i su,2,su,i,2,3,,,,,suba ishl.,,,,,,,,0-1,#228B22
suja,sj.,1,blue,0,0,9,0,sj. ja suba ji f lela.,su ja,ja su,2,su,ja,5,4,ja suba ji f lela.,,,,,,,,,,,,>1,#6495ED
suk,k.,1,purple,0,0,1,0,k. sxi axuax kytu.,su k,k su,2,su,k,3,3,,sxi axuax kytu.,,,,,,,,,,,0-1,#9370DB
suras,sj.,1,blue,0,0,0,0,sj. uku suja je lsa. rali yras ji. taer l asj am l hhk ji. yras je asj.,su ra s,s ra su,3,su,s,17,5,uku suja je lsa. rali yras ji. taer l asj am l hhk ji. yras je asj.,,,,,,,,,,,,0-1,#6495ED
sutb,k.,1,purple,0,0,0,0,k. subt suerr.,su t b,b t su,3,su,b,2,4,,subt suerr.,,,,,,,,,,,0-1,#9370DB
suzao,sj.,1,blue,0,0,0,0,sj. yre ler z idcx huji ji. je atek o igebl ji ahk el yras tuk kyso.,su z ao,ao z su,3,su,ao,16,5,yre ler z idcx huji ji. je atek o igebl ji ahk el yras tuk kyso.,,,,,,,,,,,,0-1,#6495ED
suzub,sj.,1,blue,0,0,0,0,sj. bipu akudep kat sxi uami subb je kyin. lpupl eje subb xhjr.,su zu b,b zu su,3,su,b,12,5,bipu akudep kat sxi uami subb je kyin. lpupl eje subb xhjr.,,,,,,,,,,,,0-1,#6495ED
sxde,sj.,1,blue,0,0,2,0,sj. zine z gudih byta f hjchai sjlup z deda in lela.,sx de,de sx,2,sx,de,11,4,zine z gudih byta f hjchai sjlup z deda in lela.,,,,,,,,,,,,>1,#6495ED
sxgu,sj.,1,blue,0,0,9,0,sj. 1 yras z guo. 2 shlp f yra.,sx gu,gu sx,2,sx,gu,7,4,1 yras z guo. 2 shlp f yra.,,,,,,,,,,,,>1,#6495ED
sxh,sj.,1,blue,0,0,2,0,sj. hgasi kytu el pdep f yra pdepr.,sx h,h sx,2,sx,h,7,3,hgasi kytu el pdep f yra pdepr.,,,,,,,,,,,,>1,#6495ED
sxi,r.,1,purple,0,1,41,0,r. yra kytu vx vh subtate eguux.,sx i,i sx,2,sx,i,6,3,,,,,,,,,,,yra kytu vx vh subtate eguux.,,>20,#9370DB
sxk,hh.,1,green,0,0,7,0,hh. 1 sxuk axuax deqhm. 2 yk yra beax.,sx k,k sx,2,sx,k,7,3,,,,,,1 sxuk axuax deqhm. 2 yk yra beax.,,,,,,,>1,#228B22
sxqa,e.,1,green,0,0,8,0,e. plu kakauka ju yras vh ladut yras beax. cjdahh xihuhesh ju yras ee yras dkdg.,sx qa,qa sx,2,sx,qa,15,4,,,plu kakauka ju yras vh ladut yras beax. cjdahh xihuhesh ju yras ee yras dkdg.,,,,,,,,,,>1,#228B22
sxr,sj.,1,blue,0,0,1,0,sj. vk tkr f ahg tku f yra.,sx r,r sx,2,sx,r,7,3,vk tkr f ahg tku f yra.,,,,,,,,,,,,0-1,#6495ED
sxresh,sj.,1,blue,0,0,36,1,sj. vh vzt ee sjlup kysi f yra.,sx re sh,sh re sx,3,sx,sh,7,6,vh vzt ee sjlup kysi f yra.,,,,,,,,,,,,>20,#6495ED
sxuk,a.,1,green,0,0,21,0,a. uxauxf uxaux in axuaxf axuax dkdg.,sx u k,k u sx,3,sx,k,6,4,,,,,uxauxf uxaux in axuaxf axuax dkdg.,,,,,,,,>20,#228B22
sxvz,e.,1,green,0,0,1,0,e. vh wax z liuzu z qahu z lela sxresh kysi.,sx v z,z v sx,3,sx,z,10,4,,,vh wax z liuzu z qahu z lela sxresh kysi.,,,,,,,,,,0-1,#228B22
sxzu,hh.,1,green,0,0,15,0,hh. sxuk uxaux deqhm.,sx zu,zu sx,2,sx,zu,3,4,,,,,,sxuk uxaux deqhm.,,,,,,,>1,#228B22
sxzug,sj.,1,blue,0,0,1,0,sj. suba bki o ahk kzin f yra.,sx zu g,g zu sx,3,sx,g,7,5,suba bki o ahk kzin f yra.,,,,,,,,,,,,0-1,#6495ED
taar,e.,1,green,0,0,46,0,e. uxaux ging dkdg. kap kauin.,ta a r,r a ta,3,ta,r,5,4,,,uxaux ging dkdg. kap kauin.,,,,,,,,,,>20,#228B22
taare,sj.,1,blue,0,0,0,0,sj. taar ji el yras lela ishl.,ta a re,re a ta,3,ta,re,6,5,taar ji el yras lela ishl.,,,,,,,,,,,,0-1,#6495ED
tabe,e.,1,green,0,0,2,0,e. vt tata vda.,ta be,be ta,2,ta,be,3,4,,,vt tata vda.,,,,,,,,,,>1,#228B22
taber,sj.,1,blue,0,0,5,0,sj. vt wux z tata belu f yra.,ta be r,r be ta,3,ta,r,7,5,vt wux z tata belu f yra.,,,,,,,,,,,,>1,#6495ED
tabir,hh.,1,green,0,0,1,0,hh. vt wux z tata belu.,ta b i r,r i b ta,4,ta,r,5,5,,,,,,vt wux z tata belu.,,,,,,,0-1,#228B22
tacx,k.,1,purple,0,0,4,0,k. vk lela kyv.,ta cx,cx ta,2,ta,cx,3,4,,vk lela kyv.,,,,,,,,,,,>1,#9370DB
tade,sj.,1,blue,0,0,1,0,sj. thg el ehg kysi f yra kysi.,ta de,de ta,2,ta,de,7,4,thg el ehg kysi f yra kysi.,,,,,,,,,,,,0-1,#6495ED
tae,q.,1,tan,0,0,5,0,q. isiga bteb.,ta e,e ta,2,ta,e,2,3,,,,,,,,,isiga bteb.,,,,>1,#D2B48C
tael,e.,1,green,0,0,1,0,e. ehg kysi f yra el lela lqa dr o ehg kysi f yra dr dsu.,ta e l,l e ta,3,ta,l,15,4,,,ehg kysi f yra el lela lqa dr o ehg kysi f yra dr dsu.,,,,,,,,,,0-1,#228B22
taer,e.,1,green,0,0,10,0,e. sxzu taar.,ta er,er ta,2,ta,er,2,4,,,sxzu taar.,,,,,,,,,,>1,#228B22
taga,k.,1,purple,0,0,7,0,k. ju lela lela gatira. lisuvai utei el ysi lela brye.,ta ga,ga ta,2,ta,ga,10,4,,ju lela lela gatira. lisuvai utei el ysi lela brye.,,,,,,,,,,,>1,#9370DB
tagai,k.,1,purple,0,0,2,0,k. pip pdepr ysi kyin.,ta ga i,i ga ta,3,ta,i,4,5,,pip pdepr ysi kyin.,,,,,,,,,,,>1,#9370DB
taguqr,sj.,1,blue,0,0,6,0,sj. uxaux kazuqr kadu f uxauxf sjlup. siuai jaraq vh yra ginger dkdg. yre geib yra dkdg.,ta gu qr,qr gu ta,3,ta,qr,16,6,uxaux kazuqr kadu f uxauxf sjlup. siuai jaraq vh yra ginger dkdg. yre geib yra dkdg.,,,,,,,,,,,,>1,#6495ED
tair,e.,1,green,0,0,28,0,e. 1 taar ji kat yra yamte kyin. 2 kat taber yra ji.,ta i r,r i ta,3,ta,r,11,4,,,1 taar ji kat yra yamte kyin. 2 kat taber yra ji.,,,,,,,,,,>20,#228B22
tala,sj.,1,blue,0,0,0,0,sj. taber ji el uku ginger kaoee f hucher.,ta la,la ta,2,ta,la,8,4,taber ji el uku ginger kaoee f hucher.,,,,,,,,,,,,0-1,#6495ED
talir,hh.,1,green,0,0,1,0,hh. kat sxzu ezugad yra ji.,ta li r,r li ta,3,ta,r,5,5,,,,,,kat sxzu ezugad yra ji.,,,,,,,0-1,#228B22
tare,k.,1,purple,0,0,1,0,k. kali kap vx kaqzuli.,ta re,re ta,2,ta,re,4,4,,kali kap vx kaqzuli.,,,,,,,,,,,0-1,#9370DB
tata,sj.,1,blue,0,0,25,0,sj. ging z ging o ja z je.,ta ta,ta ta,2,ta,ta,7,4,ging z ging o ja z je.,,,,,,,,,,,,>20,#6495ED
tatute,sj.,1,blue,0,0,0,0,sj. riju juya qah kzin vx kakauka jaraq.,ta tu te,te tu ta,3,ta,te,7,6,riju juya qah kzin vx kakauka jaraq.,,,,,,,,,,,,0-1,#6495ED
teasx,sj.,1,blue,0,0,0,0,sj. ja je asx. vs ja uzuini je alpi deqh. taar dr hji. gta z je ubva zju hji. vs ja zju kap shg je deqh.,te a sx,sx a te,3,te,sx,25,5,ja je asx. vs ja uzuini je alpi deqh. taar dr hji. gta z je ubva zju hji. vs ja zju kap shg je deqh.,,,,,,,,,,,,0-1,#6495ED
teer,e.,1,green,0,0,14,0,e. taer o sxi taar hhk.,te er,er te,2,te,er,5,4,,,taer o sxi taar hhk.,,,,,,,,,,>1,#228B22
tehu,k.,1,purple,0,0,1,0,k. ehut lav kyin.,te hu,hu te,2,te,hu,3,4,,ehut lav kyin.,,,,,,,,,,,0-1,#9370DB
teshqr,sj.,1,blue,0,0,0,0,sj. yras qvq z yras ginger.,te sh qr,qr sh te,3,te,qr,5,6,yras qvq z yras ginger.,,,,,,,,,,,,0-1,#6495ED
tetekapu,e.,1,green,0,0,0,0,e. ging hkdg.,te te ka pu,pu ka te te,4,te,pu,2,8,,,ging hkdg.,,,,,,,,,,0-1,#228B22
tetyl,sj.,1,blue,0,0,0,0,sj. guo z cji ee teer guo byta kyso f pul.,te t y l,l y t te,4,te,l,10,5,guo z cji ee teer guo byta kyso f pul.,,,,,,,,,,,,0-1,#6495ED
tgein,sj.,1,blue,0,0,1,0,sj. siuai el ju lela lela raiko o jahuzu jehuzu raiko ji f yra cxhht.,t ge in,in ge t,3,t,in,14,5,siuai el ju lela lela raiko o jahuzu jehuzu raiko ji f yra cxhht.,,,,,,,,,,,,0-1,#6495ED
thg,k.,1,purple,0,0,28,0,k. ju cxhht hkdg.,t h g,g h t,3,t,g,3,3,,ju cxhht hkdg.,,,,,,,,,,,>20,#9370DB
tig,e.,1,green,0,0,1,0,e. kakauka vs uxaux siuai yra ji.,t i g,g i t,3,t,g,6,3,,,kakauka vs uxaux siuai yra ji.,,,,,,,,,,0-1,#228B22
tite,k.,1,purple,0,0,0,0,k. taar ji el lela ishl.,t i te,te i t,3,t,te,5,4,,taar ji el lela ishl.,,,,,,,,,,,0-1,#9370DB
tji,k.,1,purple,0,0,2,0,k. ji vx law gudde.,t ji,ji t,2,t,ji,4,3,,ji vx law gudde.,,,,,,,,,,,>1,#9370DB
tjuk,k.,1,purple,0,0,1,0,k. kat l kysi o ju yra kyin.,t ju k,k ju t,3,t,k,7,4,,kat l kysi o ju yra kyin.,,,,,,,,,,,0-1,#9370DB
tkr,k.,1,purple,0,0,8,0,k. pul suba ji am subb hji.,t k r,r k t,3,t,r,6,3,,pul suba ji am subb hji.,,,,,,,,,,,>1,#9370DB
tku,k.,1,purple,0,0,13,0,k. suba kap lqa am vx law subb tky.,t ku,ku t,2,t,ku,8,3,,suba kap lqa am vx law subb tky.,,,,,,,,,,,>1,#9370DB
tky,k.,1,purple,0,0,18,0,k. gudi suba hji am subb ji.,t k y,y k t,3,t,y,6,3,,gudi suba hji am subb ji.,,,,,,,,,,,>1,#9370DB
tla,k.,1,purple,0,0,6,0,k. qah ubva kadu.,t la,la t,2,t,la,3,3,,qah ubva kadu.,,,,,,,,,,,>1,#9370DB
tlah,k.,1,purple,0,0,5,0,k. aohjg yra kabu.,t la h,h la t,3,t,h,3,4,,aohjg yra kabu.,,,,,,,,,,,>1,#9370DB
toy,k.,1,purple,0,0,3,0,k. vk beba thg dkdg aa duta.,t o y,y o t,3,t,y,6,3,,vk beba thg dkdg aa duta.,,,,,,,,,,,>1,#9370DB
tre,k.,1,purple,0,0,1,0,k. ysi dkdg.,t re,re t,2,t,re,2,3,,ysi dkdg.,,,,,,,,,,,0-1,#9370DB
trk,k.,1,purple,0,0,0,0,k. vk daf rak yra ruk.,t r k,k r t,3,t,k,5,3,,vk daf rak yra ruk.,,,,,,,,,,,0-1,#9370DB
tru,k.,1,purple,0,0,1,0,k. pul yra ji ishl. pul bteb.,t r u,u r t,3,t,u,6,3,,pul yra ji ishl. pul bteb.,,,,,,,,,,,0-1,#9370DB
tsar,sj.,1,blue,0,0,0,0,sj. uku l tair.,t s a r,r a s t,4,t,r,3,4,uku l tair.,,,,,,,,,,,,0-1,#6495ED
tsis,e.,1,green,0,0,0,0,e. dust ja ginger asj el je lqa o kauin je akudep.,t si s,s si t,3,t,s,11,4,,,dust ja ginger asj el je lqa o kauin je akudep.,,,,,,,,,,0-1,#228B22
tssi,e.,1,green,0,0,0,0,e. kap hurer.,t s si,si s t,3,t,si,2,4,,,kap hurer.,,,,,,,,,,0-1,#228B22
tta,e.,1,green,0,0,18,0,e. lela in deda in heha in kyv hkdg.,t ta,ta t,2,t,ta,8,3,,,lela in deda in heha in kyv hkdg.,,,,,,,,,,>1,#228B22
tuk,k.,1,purple,0,0,12,0,k. juya idcx kyin.,tu k,k tu,2,tu,k,3,3,,juya idcx kyin.,,,,,,,,,,,>1,#9370DB
tuzt,k.,1,purple,0,0,1,0,k. pdep vzte kytu.,tu z t,t z tu,3,tu,t,3,4,,pdep vzte kytu.,,,,,,,,,,,0-1,#9370DB
uami,e.,1,green,0,0,3,0,e. uxaux amsht je ji el je in laf ishl.,u am i,i am u,3,u,i,9,4,,,uxaux amsht je ji el je in laf ishl.,,,,,,,,,,>1,#228B22
ubei,k.,1,purple,0,0,2,0,k. pip btebr kyin.,u be i,i be u,3,u,i,3,4,,pip btebr kyin.,,,,,,,,,,,>1,#9370DB
ubtek,i.,1,blue,0,0,0,0,i. je belu bpu. gta pu. xta pu. gta je oly belu am qlat gta ji o l vtek je ahg. thg je vtek. je ehg eja rik el je lqa.,u b te k,k te b u,4,u,k,30,5,,,,je belu bpu. gta pu. xta pu. gta je oly belu am qlat gta ji o l vtek je ahg. thg je vtek. je ehg eja rik el je lqa.,,,,,,,,,0-1,#6495ED
ubva,k.,1,purple,0,0,22,0,k. suba ji o subb yre ji.,u b v a,a v b u,4,u,a,6,4,,suba ji o subb yre ji.,,,,,,,,,,,>20,#9370DB
ugai,e.,1,green,0,0,0,0,e. vh uxaux vzt ahk airli.,u ga i,i ga u,3,u,i,5,4,,,vh uxaux vzt ahk airli.,,,,,,,,,,0-1,#228B22
ugay,k.,1,purple,0,0,1,0,k. l beak kap bebak aohh qlat l beak ji.,u ga y,y ga u,3,u,y,9,4,,l beak kap bebak aohh qlat l beak ji.,,,,,,,,,,,0-1,#9370DB
uiah,sj.,1,blue,0,0,1,0,sj. belu utu lela rake f qahh.,u i a h,h a i u,4,u,h,6,4,belu utu lela rake f qahh.,,,,,,,,,,,,0-1,#6495ED
uji,k.,1,purple,0,0,2,0,k. uku ji.,u ji,ji u,2,u,ji,2,3,,uku ji.,,,,,,,,,,,>1,#9370DB
ukaji,k.,1,purple,0,0,4,0,k. wux kadu.,u ka ji,ji ka u,3,u,ji,2,5,,wux kadu.,,,,,,,,,,,>1,#9370DB
ukalig,sj.,1,blue,0,0,0,0,sj. vh yra jaraq dkdg f axdacj kakauka iligt klu lpu f l ishl ji.,u ka li g,g li ka u,4,u,g,14,6,vh yra jaraq dkdg f axdacj kakauka iligt klu lpu f l ishl ji.,,,,,,,,,,,,0-1,#6495ED
uku,hh.,1,green,0,0,50,0,hh. du yra ukaji.,u ku,ku u,2,u,ku,3,3,,,,,,du yra ukaji.,,,,,,,>20,#228B22
ulas,sj.,1,blue,0,0,1,0,sj. vt huter f rali.,u la s,s la u,3,u,s,4,4,vt huter f rali.,,,,,,,,,,,,0-1,#6495ED
ulia,k.,1,purple,0,0,2,0,k. yl yre ulilu.,u li a,a li u,3,u,a,3,4,,yl yre ulilu.,,,,,,,,,,,>1,#9370DB
uligt,sj.,1,blue,0,0,2,0,sj. hba iligt.,u li g t,t g li u,4,u,t,2,5,hba iligt.,,,,,,,,,,,,>1,#6495ED
ulilu,k.,1,purple,0,0,10,0,k. pip pdepr kyin.,u li lu,lu li u,3,u,lu,3,5,,pip pdepr kyin.,,,,,,,,,,,>1,#9370DB
ulio,k.,1,purple,0,0,6,0,k. subtatef olla gta ulilu.,u li o,o li u,3,u,o,4,4,,subtatef olla gta ulilu.,,,,,,,,,,,>1,#9370DB
ulu,e.,1,green,0,0,1,0,e. vh l uku f yras in yra.,u lu,lu u,2,u,lu,7,3,,,vh l uku f yras in yra.,,,,,,,,,,0-1,#228B22
upelip,sj.,1,blue,0,0,1,0,sj. ahsh hhk kxat. uxaux pehut kka sjlip akudep.,u p e li p,p li e p u,5,u,p,8,6,ahsh hhk kxat. uxaux pehut kka sjlip akudep.,,,,,,,,,,,,0-1,#6495ED
ushhm,i.,1,blue,0,0,0,0,i. yra z guo sxgu ji lpubel yra z eguux buk ji.,u sh hm,hm sh u,3,u,hm,11,5,,,,yra z guo sxgu ji lpubel yra z eguux buk ji.,,,,,,,,,0-1,#6495ED
utal,hh.,1,green,0,0,4,0,hh. ahk yk yra liu lela kytu in yk yra liu lela dkdg.,u ta l,l ta u,3,u,l,12,4,,,,,,ahk yk yra liu lela kytu in yk yra liu lela dkdg.,,,,,,,>1,#228B22
utei,k.,1,purple,0,0,8,0,k. siuaa sjlup kadu.,u te i,i te u,3,u,i,3,4,,siuaa sjlup kadu.,,,,,,,,,,,>1,#9370DB
uttasiv,i.,1,blue,0,0,0,0,i. vh cxlia oraux sasih ee kazuqr ee cxhht dabi.,u t ta si v,v si ta t u,5,u,v,9,7,,,,vh cxlia oraux sasih ee kazuqr ee cxhht dabi.,,,,,,,,,0-1,#6495ED
utu,e.,1,green,0,0,10,0,e. vh l uku f uxauxf yras.,u tu,tu u,2,u,tu,6,3,,,vh l uku f uxauxf yras.,,,,,,,,,,>1,#228B22
uxaux,hh.,1,green,0,0,87,0,hh. kap axuax. zuf bteb.,ux a ux,ux a ux,3,ux,ux,4,5,,,,,,kap axuax. zuf bteb.,,,,,,,>20,#228B22
uxauxf,e.,1,green,0,0,25,0,e. hgasi z l uxaux dkdg.,ux a ux f,f ux a ux,4,ux,f,5,6,,,hgasi z l uxaux dkdg.,,,,,,,,,,>20,#228B22
uxi,a.,1,green,0,0,19,0,a. yre sxresh ja ee je kadu.,ux i,i ux,2,ux,i,6,3,,,,,yre sxresh ja ee je kadu.,,,,,,,,>1,#228B22
uxin,a.,1,green,0,0,6,0,a. hhk sxi uxaux.,ux in,in ux,2,ux,in,3,4,,,,,hhk sxi uxaux.,,,,,,,,>1,#228B22
uxipu,e.,1,green,0,0,1,0,e. uxaux lela uxi dkdg.,ux i pu,pu i ux,3,ux,pu,4,5,,,uxaux lela uxi dkdg.,,,,,,,,,,0-1,#228B22
uxlaz,k.,1,purple,0,0,0,0,k. ging rak.,ux la z,z la ux,3,ux,z,2,5,,ging rak.,,,,,,,,,,,0-1,#9370DB
uxligt,sj.,1,blue,0,0,0,0,sj. uxaux pul ahk uxaux iligt tkr.,ux li g t,t g li ux,4,ux,t,6,6,uxaux pul ahk uxaux iligt tkr.,,,,,,,,,,,,0-1,#6495ED
uxlix,sj.,1,blue,0,0,0,0,sj. xux lela inlt kyso. uxaux ahg kali f yras iji.,ux li x,x li ux,3,ux,x,10,5,xux lela inlt kyso. uxaux ahg kali f yras iji.,,,,,,,,,,,,0-1,#6495ED
uxqaxi,sj.,1,blue,0,0,0,0,sj. vk ehu pip asj f lef o exiex qlate vh gtin inasi kyin f cxhht dkdg.,ux qa x i,i x qa ux,4,ux,i,16,6,vk ehu pip asj f lef o exiex qlate vh gtin inasi kyin f cxhht dkdg.,,,,,,,,,,,,0-1,#6495ED
uxtre,sj.,1,blue,0,0,0,0,sj. vs uzuini byta o ycx kakakaw uxaux amsht z je ji. axuax xux yra xyt.,ux t re,re t ux,3,ux,re,15,5,vs uzuini byta o ycx kakakaw uxaux amsht z je ji. axuax xux yra xyt.,,,,,,,,,,,,0-1,#6495ED
