word,word_trans,part,part_trans,n_senses,colour,colour_trans,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,chars_untranslated,translated,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex,eng_def_sj,eng_def_k,eng_def_e,eng_def_i,eng_def_a,eng_def_hh,eng_def_bu,eng_def_p,eng_def_q,eng_def_cj,eng_def_r,eng_def_y
qrinaa,,sj.,,1,blue,NOUN,0,0,2,0,sj. vk zhlut f dyt. zlut keka f kyv.,23,sj. (to/do) zhlut f dyt. zlut keka f kyv.,qr in aa,aa in qr,3,qr,aa,8,6,vk zhlut f dyt. zlut keka f kyv.,,,,,,,,,,,,>1,#6495ED,(to/do) zhlut f dyt. zlut keka f kyv.,,,,,,,,,,,
qvdedein,,sj.,,1,blue,NOUN,0,0,0,0,sj. hgasi z qvq in akudep kyv f gega. q kuuee.,31,sj. hgasi z qvq (or) akudep kyv f gega. q kuuee.,q v de de in,in de de v q,5,q,in,9,8,hgasi z qvq in akudep kyv f gega. q kuuee.,,,,,,,,,,,,0-1,#6495ED,hgasi z qvq (or) akudep kyv f gega. q kuuee.,,,,,,,,,,,
qvq,,sj.,,1,blue,NOUN,0,0,29,0,sj. kap vzte f kyv.,10,sj. (not) vzte f kyv.,q v q,q v q,3,q,q,4,3,kap vzte f kyv.,,,,,,,,,,,,>20,#6495ED,(not) vzte f kyv.,,,,,,,,,,,
qwq,,sj.,,1,blue,NOUN,0,0,17,0,sj. sxgu z qvq.,10,sj. sxgu z qvq.,q w q,q w q,3,q,q,3,3,sxgu z qvq.,,,,,,,,,,,,>1,#6495ED,sxgu z qvq.,,,,,,,,,,,
rah,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. riju suba ji am qahhi subb ji.,20,k. riju suba (is) am qahhi subb (is).,ra h,h ra,2,ra,h,7,3,,riju suba ji am qahhi subb ji.,,,,,,,,,,,>1,#9370DB,,riju suba (is) am qahhi subb (is).,,,,,,,,,,
rahhr,,e.,,1,green,adjective/determiner,0,0,1,0,e. belu jajije.,11,e. belu jajije.,ra hh r,r hh ra,3,ra,r,2,5,,,belu jajije.,,,,,,,,,,0-1,#228B22,,,belu jajije.,,,,,,,,,
raiko,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. ja je rik. liuzu z zhlut kytu.,16,k. (me) (you) (look/move). liuzu z zhlut kytu.,ra i k o,o k i ra,4,ra,o,7,5,,ja je rik. liuzu z zhlut kytu.,,,,,,,,,,,>1,#9370DB,,(me) (you) (look/move). liuzu z zhlut kytu.,,,,,,,,,,
rak,,k.,,1,purple,verb/adverb/article,0,0,17,0,k. dkdger kyin.,11,k. dkdger kyin.,ra k,k ra,2,ra,k,2,3,,dkdger kyin.,,,,,,,,,,,>1,#9370DB,,dkdger kyin.,,,,,,,,,,
rake,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. yk yra z cji yra kyao.,8,k. yk (that) z (today) (that) kyao.,ra ke,ke ra,2,ra,ke,6,4,,yk yra z cji yra kyao.,,,,,,,,,,,>1,#9370DB,,yk (that) z (today) (that) kyao.,,,,,,,,,,
rali,,e.,,1,green,adjective/determiner,0,0,36,0,e. yre hgasi yra dkdg kka yra belu je asj.,20,e. (this) hgasi (that) dkdg kka (that) belu (you) asj.,ra li,li ra,2,ra,li,9,4,,,yre hgasi yra dkdg kka yra belu je asj.,,,,,,,,,,>20,#228B22,,,(this) hgasi (that) dkdg kka (that) belu (you) asj.,,,,,,,,,
ralio,,e.,,1,green,adjective/determiner,0,0,2,0,e. rali egg aoer ee guo ji.,15,e. rali egg aoer (AND) guo (is).,ra li o,o li ra,3,ra,o,6,5,,,rali egg aoer ee guo ji.,,,,,,,,,,>1,#228B22,,,rali egg aoer (AND) guo (is).,,,,,,,,,
rasib,,e.,,1,green,adjective/determiner,0,0,0,0,e. lav guo hji. uxaux ykai dkdg. sxgu hkdg.,28,e. lav guo (isn't). uxaux ykai dkdg. sxgu hkdg.,ra si b,b si ra,3,ra,b,8,5,,,lav guo hji. uxaux ykai dkdg. sxgu hkdg.,,,,,,,,,,0-1,#228B22,,,lav guo (isn't). uxaux ykai dkdg. sxgu hkdg.,,,,,,,,,
ratazee,,e.,,1,green,adjective/determiner,0,0,2,0,e. exiex iligt ahk aoliga.,20,e. exiex iligt ahk aoliga.,ra ta z ee,ee z ta ra,4,ra,ee,4,7,,,exiex iligt ahk aoliga.,,,,,,,,,,>1,#228B22,,,exiex iligt ahk aoliga.,,,,,,,,,
ratazu,,e.,,1,green,adjective/determiner,0,0,1,0,e. uxaux iligt dkdg. belu blit f dku deda ahk blit.,38,e. uxaux iligt dkdg. belu blit f dku deda ahk blit.,ra ta zu,zu ta ra,3,ra,zu,10,6,,,uxaux iligt dkdg. belu blit f dku deda ahk blit.,,,,,,,,,,0-1,#228B22,,,uxaux iligt dkdg. belu blit f dku deda ahk blit.,,,,,,,,,
ratuh,,e.,,1,green,adjective/determiner,0,0,0,0,e. deqa lela belu jajije. am kap taber yra ji el je lqa.,27,e. deqa (time) belu jajije. am (not) taber (that) (is) el (you) lqa.,ra tu h,h tu ra,3,ra,h,12,5,,,deqa lela belu jajije. am kap taber yra ji el je lqa.,,,,,,,,,,0-1,#228B22,,,deqa (time) belu jajije. am (not) taber (that) (is) el (you) lqa.,,,,,,,,,
rau,,q.,,1,tan,conjunction,0,0,0,0,q. rali uzuini ji xlio.,15,q. rali uzuini (is) xlio.,ra u,u ra,2,ra,u,4,3,,,,,,,,,rali uzuini ji xlio.,,,,0-1,#D2B48C,,,,,,,,,rali uzuini (is) xlio.,,,
rauizi,,e.,,1,green,adjective/determiner,0,0,0,0,e. uzuini je asx vs sxi uxaux.,18,e. uzuini (you) asx (with) sxi uxaux.,ra u i z i,i z i u ra,5,ra,i,6,6,,,uzuini je asx vs sxi uxaux.,,,,,,,,,,0-1,#228B22,,,uzuini (you) asx (with) sxi uxaux.,,,,,,,,,
rcxs,,k.,,1,purple,verb/adverb/article,0,0,4,0,k. suba dkdg am subb hkdg.,19,k. suba dkdg am subb hkdg.,r cx s,s cx r,3,r,s,5,4,,suba dkdg am subb hkdg.,,,,,,,,,,,>1,#9370DB,,suba dkdg am subb hkdg.,,,,,,,,,,
reehj,,sj.,,2,orange,pronoun/number/base,1,0,0,0,sj. xihuhesh hkdg f hgasi. e. xihuhesh hkdg.,17,sj. (mixture) hkdg f hgasi. e. (mixture) hkdg.,re e hj,hj e re,3,re,hj,6,5,xihuhesh hkdg f hgasi.,,xihuhesh hkdg.,,,,,,,,,,0-1,#FFA500,(mixture) hkdg f hgasi.,,(mixture) hkdg.,,,,,,,,,
rek,,k.,,1,purple,verb/adverb/article,0,0,8,0,k. vk ju dkdger vt dkdger rik.,15,k. (to/do) (add/mix) dkdger vt dkdger (look/move).,re k,k re,2,re,k,6,3,,vk ju dkdger vt dkdger rik.,,,,,,,,,,,>1,#9370DB,,(to/do) (add/mix) dkdger vt dkdger (look/move).,,,,,,,,,,
reuizi,,sj.,,1,blue,NOUN,0,0,0,0,sj. l kshp uzuini asx.,16,sj. l kshp uzuini asx.,re u i z i,i z i u re,5,re,i,4,6,l kshp uzuini asx.,,,,,,,,,,,,0-1,#6495ED,l kshp uzuini asx.,,,,,,,,,,,
riju,,e.,,1,green,adjective/determiner,0,0,7,0,e. kap lqa.,4,e. (not) lqa.,r i ju,ju i r,3,r,ju,2,4,,,kap lqa.,,,,,,,,,,>1,#228B22,,,(not) lqa.,,,,,,,,,
rik,look/move,k.,,1,purple,verb/adverb/article,0,0,29,0,k. vk ju yra vt yra ska.,,k. (to/do) (add/mix) (that) vt (that) ska.,r i k,k i r,3,r,k,6,3,,vk ju yra vt yra ska.,,,,,,,,,,,>20,#9370DB,,(to/do) (add/mix) (that) vt (that) ska.,,,,,,,,,,
rink,,k.,,1,purple,verb/adverb/article,0,0,7,0,k. 1 vk wax vt wux ska. 2 ykai z ju yra yra kyin.,23,k. 1 (to/do) wax vt wux ska. 2 ykai z (add/mix) (that) (that) kyin.,r in k,k in r,3,r,k,12,4,,1 vk wax vt wux ska. 2 ykai z ju yra yra kyin.,,,,,,,,,,,>1,#9370DB,,1 (to/do) wax vt wux ska. 2 ykai z (add/mix) (that) (that) kyin.,,,,,,,,,,
rlifska,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. lef taga. oley je ji.,12,k. lef taga. oley (you) (is).,r li f s ka,ka s f li r,5,r,ka,5,7,,lef taga. oley je ji.,,,,,,,,,,,0-1,#9370DB,,lef taga. oley (you) (is).,,,,,,,,,,
rpqata,,sj.,,1,blue,NOUN,0,0,0,0,sj. vzt in sjlup in hgasi beax f gega. r kuuee.,25,sj. vzt (or) (place/direction/area) (or) hgasi beax f gega. r kuuee.,r p qa ta,ta qa p r,4,r,ta,9,6,vzt in sjlup in hgasi beax f gega. r kuuee.,,,,,,,,,,,,0-1,#6495ED,vzt (or) (place/direction/area) (or) hgasi beax f gega. r kuuee.,,,,,,,,,,,
rqada,,k.,,1,purple,verb/adverb/article,0,0,2,0,k. ju yra yra chha aa kysi f yra akydep.,18,k. (add/mix) (that) (that) chha aa kysi f (that) akydep.,r qa da,da qa r,3,r,da,9,5,,ju yra yra chha aa kysi f yra akydep.,,,,,,,,,,,>1,#9370DB,,(add/mix) (that) (that) chha aa kysi f (that) akydep.,,,,,,,,,,
rqr,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. obai aa vk sxi taar yra kytu.,18,k. obai aa (to/do) sxi taar (that) kytu.,r qr,qr r,2,r,qr,7,3,,obai aa vk sxi taar yra kytu.,,,,,,,,,,,0-1,#9370DB,,obai aa (to/do) sxi taar (that) kytu.,,,,,,,,,,
rsisu,,e.,,1,green,adjective/determiner,0,0,0,0,e. kauin ji ee vk xhjr ji.,6,e. kauin (is) (AND) (to/do) (stop) (is).,r si su,su si r,3,r,su,6,5,,,kauin ji ee vk xhjr ji.,,,,,,,,,,0-1,#228B22,,,kauin (is) (AND) (to/do) (stop) (is).,,,,,,,,,
ruk,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. vk yra hkdg.,5,k. (to/do) (that) hkdg.,r u k,k u r,3,r,k,3,3,,vk yra hkdg.,,,,,,,,,,,>1,#9370DB,,(to/do) (that) hkdg.,,,,,,,,,,
sage,,sj.,,1,blue,NOUN,0,0,1,0,sj. sasih z ginger.,14,sj. sasih z ginger.,s a ge,ge a s,3,s,ge,3,4,sasih z ginger.,,,,,,,,,,,,0-1,#6495ED,sasih z ginger.,,,,,,,,,,,
sagr,,sj.,,1,blue,NOUN,0,0,1,0,sj. ging kzin f saqr.,15,sj. ging kzin f saqr.,s a g r,r g a s,4,s,r,4,4,ging kzin f saqr.,,,,,,,,,,,,0-1,#6495ED,ging kzin f saqr.,,,,,,,,,,,
saig,,sj.,,1,blue,NOUN,0,0,0,0,sj. kat xlag xhjlp o hhk ppicj.,23,sj. kat xlag xhjlp o hhk ppicj.,s ai g,g ai s,3,s,g,6,4,kat xlag xhjlp o hhk ppicj.,,,,,,,,,,,,0-1,#6495ED,kat xlag xhjlp o hhk ppicj.,,,,,,,,,,,
saoled,,sj.,,1,blue,NOUN,0,0,0,0,sj. yre taguqr. dudi kabu.,16,sj. (this) taguqr. dudi kabu.,s ao le d,d le ao s,4,s,d,4,6,yre taguqr. dudi kabu.,,,,,,,,,,,,0-1,#6495ED,(this) taguqr. dudi kabu.,,,,,,,,,,,
saqr,,sj.,,1,blue,NOUN,0,0,2,0,sj. vh uxauxf cjje sjlup z gudih o vh cjja sxgu z gudih f ahk inlt ska f vztel deda.,54,sj. (at) uxauxf cjje (place/direction/area) z gudih o (at) cjja sxgu z gudih f ahk inlt ska f vztel deda.,s a qr,qr a s,3,s,qr,19,4,vh uxauxf cjje sjlup z gudih o vh cjja sxgu z gudih f ahk inlt ska f vztel deda.,,,,,,,,,,,,>1,#6495ED,(at) uxauxf cjje (place/direction/area) z gudih o (at) cjja sxgu z gudih f ahk inlt ska f vztel deda.,,,,,,,,,,,
sasih,,sj.,,1,blue,NOUN,0,0,4,0,sj. sxzu saqr dkdg f sjlup.,15,sj. sxzu saqr dkdg f (place/direction/area).,s a si h,h si a s,4,s,h,5,5,sxzu saqr dkdg f sjlup.,,,,,,,,,,,,>1,#6495ED,sxzu saqr dkdg f (place/direction/area).,,,,,,,,,,,
sepsi,,sj.,,1,blue,NOUN,0,0,3,0,sj. uxaux riju ging dkdg f sjlup.,20,sj. uxaux riju ging dkdg f (place/direction/area).,s e p si,si p e s,4,s,si,6,5,uxaux riju ging dkdg f sjlup.,,,,,,,,,,,,>1,#6495ED,uxaux riju ging dkdg f (place/direction/area).,,,,,,,,,,,
shcxa,,e.,,1,green,adjective/determiner,0,0,1,0,e. luwux vh qah yra ji.,9,e. luwux (at) qah (that) (is).,sh cx a,a cx sh,3,sh,a,5,5,,,luwux vh qah yra ji.,,,,,,,,,,0-1,#228B22,,,luwux (at) qah (that) (is).,,,,,,,,,
shg,,k.,,1,purple,verb/adverb/article,0,0,23,0,k. helu je kytu am taar in tair yra ji.,19,k. helu (you) kytu am taar (or) tair (that) (is).,sh g,g sh,2,sh,g,9,3,,helu je kytu am taar in tair yra ji.,,,,,,,,,,,>20,#9370DB,,helu (you) kytu am taar (or) tair (that) (is).,,,,,,,,,,
shlap,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. eje ee je ee aje uxi igf.,7,k. (yesterday) (AND) (you) (AND) (tomorrow) uxi igf.,sh la p,p la sh,3,sh,p,7,5,,eje ee je ee aje uxi igf.,,,,,,,,,,,>1,#9370DB,,(yesterday) (AND) (you) (AND) (tomorrow) uxi igf.,,,,,,,,,,
shley,,e.,,2,orange,pronoun/number/base,1,0,6,0,e. ley z ja. k. ahk sxresh gudde el plaf.,26,e. ley z (me). k. ahk sxresh gudde el plaf.,sh le y,y le sh,3,sh,y,8,5,,ahk sxresh gudde el plaf.,ley z ja.,,,,,,,,,,>1,#FFA500,,ahk sxresh gudde el plaf.,ley z (me).,,,,,,,,,
shlp,,k.,,1,purple,verb/adverb/article,0,0,28,0,k. 1 vk yre guo ju yra ee yra kysi. 2 vk yre ging ysi ging kytu.,22,k. 1 (to/do) (this) guo (add/mix) (that) (AND) (that) kysi. 2 (to/do) (this) ging (TWO) ging kytu.,sh l p,p l sh,3,sh,p,15,4,,1 vk yre guo ju yra ee yra kysi. 2 vk yre ging ysi ging kytu.,,,,,,,,,,,>20,#9370DB,,1 (to/do) (this) guo (add/mix) (that) (AND) (that) kysi. 2 (to/do) (this) ging (TWO) ging kytu.,,,,,,,,,,
shlup,,k.,,1,purple,verb/adverb/article,0,0,7,0,k. siuaa hgasi dkdg f uxaux hucher chha.,20,k. (mixed) hgasi dkdg f uxaux (something/anything) chha.,sh lu p,p lu sh,3,sh,p,7,5,,siuaa hgasi dkdg f uxaux hucher chha.,,,,,,,,,,,>1,#9370DB,,(mixed) hgasi dkdg f uxaux (something/anything) chha.,,,,,,,,,,
shpuli,,e.,,1,green,adjective/determiner,0,0,3,0,e. qrfda vh qvq ji.,9,e. qrfda (at) qvq (is).,sh pu li,li pu sh,3,sh,li,4,6,,,qrfda vh qvq ji.,,,,,,,,,,>1,#228B22,,,qrfda (at) qvq (is).,,,,,,,,,
shpzt,,sj.,,1,blue,NOUN,0,0,0,0,sj. xlau upelip ji. ejlip hhg kat l toy yra yk ji. yrs lela subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,75,sj. xlau upelip (is). ejlip hhg kat l toy (that) yk (is). yrs (time) subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,sh p z t,t z p sh,4,sh,t,25,5,xlau upelip ji. ejlip hhg kat l toy yra yk ji. yrs lela subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,,,,,,,,,,,,0-1,#6495ED,xlau upelip (is). ejlip hhg kat l toy (that) yk (is). yrs (time) subb kahmt. yrs deda subb kaxt. hhg chsiv o kshp o bebak.,,,,,,,,,,,
shtu,,k.,,1,purple,verb/adverb/article,0,0,5,0,k. dust sxi uxaux amsht ji o amx kysi.,26,k. dust sxi uxaux amsht (is) o amx kysi.,sh tu,tu sh,2,sh,tu,8,4,,dust sxi uxaux amsht ji o amx kysi.,,,,,,,,,,,>1,#9370DB,,dust sxi uxaux amsht (is) o amx kysi.,,,,,,,,,,
shuzin,,e.,,1,green,adjective/determiner,0,0,0,0,e. igubl je akudep kat je uzuini asx el je lqa. xamt je ji el zju kap pray. gta z je uzuini eji aozh je igf.,62,e. igubl (you) akudep kat (you) uzuini asx el (you) lqa. xamt (you) (is) el zju (not) pray. gta z (you) uzuini eji aozh (you) igf.,sh u z in,in z u sh,4,sh,in,25,6,,,igubl je akudep kat je uzuini asx el je lqa. xamt je ji el zju kap pray. gta z je uzuini eji aozh je igf.,,,,,,,,,,0-1,#228B22,,,igubl (you) akudep kat (you) uzuini asx el (you) lqa. xamt (you) (is) el zju (not) pray. gta z (you) uzuini eji aozh (you) igf.,,,,,,,,,
sijia,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. shcxa riju kyin. rah.,17,k. shcxa riju kyin. rah.,si ji a,a ji si,3,si,a,4,5,,shcxa riju kyin. rah.,,,,,,,,,,,0-1,#9370DB,,shcxa riju kyin. rah.,,,,,,,,,,
siuaa,mixed,hh.,,2,orange,pronoun/number/base,1,0,26,0,hh. ju yra yra ji. kap kakauka. q. lpubl.,,hh. (add/mix) (that) (that) (is). (not) (unmixed). q. lpubl.,si u aa,aa u si,3,si,aa,7,5,,,,,,ju yra yra ji. kap kakauka.,,,lpubl.,,,,>20,#FFA500,,,,,,(add/mix) (that) (that) (is). (not) (unmixed).,,,lpubl.,,,
siuai,,e.,,1,green,adjective/determiner,0,0,13,0,e. siuaa xyt.,4,e. (mixed) xyt.,si u ai,ai u si,3,si,ai,2,5,,,siuaa xyt.,,,,,,,,,,>1,#228B22,,,(mixed) xyt.,,,,,,,,,
sjaap,,sj.,,1,blue,NOUN,0,0,1,0,sj. tta guo o yre hutl ji f sjlup.,14,sj. tta guo o (this) hutl (is) f (place/direction/area).,sj aa p,p aa sj,3,sj,p,8,5,tta guo o yre hutl ji f sjlup.,,,,,,,,,,,,0-1,#6495ED,tta guo o (this) hutl (is) f (place/direction/area).,,,,,,,,,,,
sjam,,sj.,,1,blue,NOUN,0,0,1,0,sj. egaxi suba ji am subb hji f yra.,18,sj. egaxi suba (is) am subb (isn't) f (that).,sj am,am sj,2,sj,am,8,4,egaxi suba ji am subb hji f yra.,,,,,,,,,,,,0-1,#6495ED,egaxi suba (is) am subb (isn't) f (that).,,,,,,,,,,,
sjamhe,,sj.,,1,blue,NOUN,0,0,2,0,sj. yre uxauxf kazuqr. vt yra uzuini ji.,22,sj. (this) uxauxf kazuqr. vt (that) uzuini (is).,sj am he,he am sj,3,sj,he,7,6,yre uxauxf kazuqr. vt yra uzuini ji.,,,,,,,,,,,,>1,#6495ED,(this) uxauxf kazuqr. vt (that) uzuini (is).,,,,,,,,,,,
sjdr,,sj.,,1,blue,NOUN,0,0,4,0,sj. hucher deqhm f gega. sj kuuee.,14,sj. (something/anything) (WORD) f gega. sj kuuee.,sj d r,r d sj,3,sj,r,5,4,hucher deqhm f gega. sj kuuee.,,,,,,,,,,,,>1,#6495ED,(something/anything) (WORD) f gega. sj kuuee.,,,,,,,,,,,
sjeep,,sj.,,1,blue,NOUN,0,0,1,0,sj. cxsi sjlup.,6,sj. cxsi (place/direction/area).,sj ee p,p ee sj,3,sj,p,2,5,cxsi sjlup.,,,,,,,,,,,,0-1,#6495ED,cxsi (place/direction/area).,,,,,,,,,,,
sjip,,sj.,,1,blue,NOUN,0,0,4,0,sj. slip f sjlup.,7,sj. slip f (place/direction/area).,sj i p,p i sj,3,sj,p,3,4,slip f sjlup.,,,,,,,,,,,,>1,#6495ED,slip f (place/direction/area).,,,,,,,,,,,
sjlip,,e.,,1,green,adjective/determiner,0,0,2,0,e. vh guo ging luux xhmt ska.,19,e. (at) guo ging luux xhmt ska.,sj li p,p li sj,3,sj,p,6,5,,,vh guo ging luux xhmt ska.,,,,,,,,,,>1,#228B22,,,(at) guo ging luux xhmt ska.,,,,,,,,,
sjlup,place/direction/area,sj.,,1,blue,NOUN,0,0,57,0,sj. ahk ging kadu f yra.,,sj. ahk ging kadu f (that).,sj lu p,p lu sj,3,sj,p,5,5,ahk ging kadu f yra.,,,,,,,,,,,,>20,#6495ED,ahk ging kadu f (that).,,,,,,,,,,,
ska,,k.,,1,purple,verb/adverb/article,0,0,14,0,k. exate kytu.,10,k. exate kytu.,s ka,ka s,2,s,ka,2,3,,exate kytu.,,,,,,,,,,,>1,#9370DB,,exate kytu.,,,,,,,,,,
slip,,k.,,1,purple,verb/adverb/article,0,0,3,0,k. vk husj wah qah rink.,15,k. (to/do) husj wah qah rink.,s li p,p li s,3,s,p,5,4,,vk husj wah qah rink.,,,,,,,,,,,>1,#9370DB,,(to/do) husj wah qah rink.,,,,,,,,,,
sokqt,,sj.,,1,blue,NOUN,0,0,1,0,sj. gerg z plato.,12,sj. gerg z plato.,s o k q t,t q k o s,5,s,t,3,5,gerg z plato.,,,,,,,,,,,,0-1,#6495ED,gerg z plato.,,,,,,,,,,,
spu,where,q.,,1,tan,conjunction,0,0,5,0,q. pu sjlup.,,q. (?) (place/direction/area).,s pu,pu s,2,s,pu,2,3,,,,,,,,,pu sjlup.,,,,>1,#D2B48C,,,,,,,,,(?) (place/direction/area).,,,
steam,,sj.,,1,blue,NOUN,0,0,0,0,sj. ktap blit f sjlup.,11,sj. ktap blit f (place/direction/area).,s te am,am te s,3,s,am,4,5,ktap blit f sjlup.,,,,,,,,,,,,0-1,#6495ED,ktap blit f (place/direction/area).,,,,,,,,,,,
sub,,a.,,1,green,adjective/determiner,0,0,3,0,a. vh yre vzt ju sxresh ee sxresh kytu.,20,a. (at) (this) vzt (add/mix) sxresh (AND) sxresh kytu.,su b,b su,2,su,b,8,3,,,,,vh yre vzt ju sxresh ee sxresh kytu.,,,,,,,,>1,#228B22,,,,,(at) (this) vzt (add/mix) sxresh (AND) sxresh kytu.,,,,,,,
suba,,k.,,1,purple,verb/adverb/article,0,0,52,0,k. vh subteta kyv.,4,k. (at) (before) kyv.,su ba,ba su,2,su,ba,3,4,,vh subteta kyv.,,,,,,,,,,,>20,#9370DB,,(at) (before) kyv.,,,,,,,,,,
subb,,k.,,1,purple,verb/adverb/article,0,0,53,0,k. subt kyv.,4,k. (now) kyv.,su b b,b b su,3,su,b,2,4,,subt kyv.,,,,,,,,,,,>20,#9370DB,,(now) kyv.,,,,,,,,,,
subi,,e.,,1,green,adjective/determiner,0,0,1,0,e. qrfde beba f vzt.,10,e. qrfde (begin) f vzt.,su b i,i b su,3,su,i,4,4,,,qrfde beba f vzt.,,,,,,,,,,0-1,#228B22,,,qrfde (begin) f vzt.,,,,,,,,,
subt,now,sj.,,2,orange,pronoun/number/base,1,0,19,0,sj. kap subteta ee kap subtate. hh. kap vh subteta ee kap vh subtate.,,sj. (not) (before) (AND) (not) (after). hh. (not) (at) (before) (AND) (not) (at) (after).,su b t,t b su,3,su,t,12,4,kap subteta ee kap subtate.,,,,,kap vh subteta ee kap vh subtate.,,,,,,,>1,#FFA500,(not) (before) (AND) (not) (after).,,,,,(not) (at) (before) (AND) (not) (at) (after).,,,,,,
subtat,FUTURE,sj.,,1,blue,NOUN,0,0,32,0,sj. subtate lela in deda in sxresh in hgasi.,,sj. (after) (time) (or) deda (or) sxresh (or) hgasi.,su b ta t,t ta b su,4,su,t,8,6,subtate lela in deda in sxresh in hgasi.,,,,,,,,,,,,>20,#6495ED,(after) (time) (or) deda (or) sxresh (or) hgasi.,,,,,,,,,,,
subtate,after,e.,,1,green,adjective/determiner,0,0,22,0,e. zucjch tlah.,,e. (DEATH) tlah.,su b ta te,te ta b su,4,su,te,2,7,,,zucjch tlah.,,,,,,,,,,>20,#228B22,,,(DEATH) tlah.,,,,,,,,,
subtatef,afterwards,hh.,,1,green,adjective/determiner,0,0,8,0,hh. hgasi z subtat dkdg.,,hh. hgasi z (FUTURE) dkdg.,su b ta te f,f te ta b su,5,su,f,4,8,,,,,,hgasi z subtat dkdg.,,,,,,,>1,#228B22,,,,,,hgasi z (FUTURE) dkdg.,,,,,,
subtet,PAST,sj.,,1,blue,NOUN,0,0,25,0,sj. subteta lela in deda in sxresh in hgasi.,,sj. (before) (time) (or) deda (or) sxresh (or) hgasi.,su b te t,t te b su,4,su,t,8,6,subteta lela in deda in sxresh in hgasi.,,,,,,,,,,,,>20,#6495ED,(before) (time) (or) deda (or) sxresh (or) hgasi.,,,,,,,,,,,
subteta,before,e.,,1,green,adjective/determiner,0,0,23,0,e. alpp tlah.,,e. (BIRTH) tlah.,su b te ta,ta te b su,4,su,ta,2,7,,,alpp tlah.,,,,,,,,,,>20,#228B22,,,(BIRTH) tlah.,,,,,,,,,
subtetaf,beforehand,hh.,,1,green,adjective/determiner,0,0,5,0,hh. hgasi z subtet dkdg.,,hh. hgasi z (PAST) dkdg.,su b te ta f,f ta te b su,5,su,f,4,8,,,,,,hgasi z subtet dkdg.,,,,,,,>1,#228B22,,,,,,hgasi z (PAST) dkdg.,,,,,,
suerr,,e.,,3,orange,pronoun/number/base,1,0,3,0,e. beba in heba deqhm. k. beba in heba. sj. hgasi z beba in heba deqhm.,10,e. (begin) (or) (end) (WORD). k. (begin) (or) (end). sj. hgasi z (begin) (or) (end) (WORD).,su er r,r er su,3,su,r,13,5,hgasi z beba in heba deqhm.,beba in heba.,beba in heba deqhm.,,,,,,,,,,>1,#FFA500,hgasi z (begin) (or) (end) (WORD).,(begin) (or) (end).,(begin) (or) (end) (WORD).,,,,,,,,,
sui,,a.,,1,green,adjective/determiner,0,0,1,0,a. suba ishl.,9,a. suba ishl.,su i,i su,2,su,i,2,3,,,,,suba ishl.,,,,,,,,0-1,#228B22,,,,,suba ishl.,,,,,,,
suja,,sj.,,1,blue,NOUN,0,0,9,0,sj. ja suba ji f lela.,7,sj. (me) suba (is) f (time).,su ja,ja su,2,su,ja,5,4,ja suba ji f lela.,,,,,,,,,,,,>1,#6495ED,(me) suba (is) f (time).,,,,,,,,,,,
suk,,k.,,1,purple,verb/adverb/article,0,0,1,0,k. sxi axuax kytu.,13,k. sxi axuax kytu.,su k,k su,2,su,k,3,3,,sxi axuax kytu.,,,,,,,,,,,0-1,#9370DB,,sxi axuax kytu.,,,,,,,,,,
suras,,sj.,,1,blue,NOUN,0,0,0,0,sj. uku suja je lsa. rali yras ji. taer l asj am l hhk ji. yras je asj.,41,sj. uku suja (you) lsa. rali yras (is). taer l asj am l hhk (is). yras (you) asj.,su ra s,s ra su,3,su,s,17,5,uku suja je lsa. rali yras ji. taer l asj am l hhk ji. yras je asj.,,,,,,,,,,,,0-1,#6495ED,uku suja (you) lsa. rali yras (is). taer l asj am l hhk (is). yras (you) asj.,,,,,,,,,,,
sutb,,k.,,1,purple,verb/adverb/article,0,0,0,0,k. subt suerr.,6,k. (now) suerr.,su t b,b t su,3,su,b,2,4,,subt suerr.,,,,,,,,,,,0-1,#9370DB,,(now) suerr.,,,,,,,,,,
suzao,,sj.,,1,blue,NOUN,0,0,0,0,sj. yre ler z idcx huji ji. je atek o igebl ji ahk el yras tuk kyso.,40,sj. (this) ler z idcx huji (is). (you) atek o igebl (is) ahk el yras tuk kyso.,su z ao,ao z su,3,su,ao,16,5,yre ler z idcx huji ji. je atek o igebl ji ahk el yras tuk kyso.,,,,,,,,,,,,0-1,#6495ED,(this) ler z idcx huji (is). (you) atek o igebl (is) ahk el yras tuk kyso.,,,,,,,,,,,
